date,AVGO,GOOGL,MSFT,NVDA,TSM
2022-02-25,588.01001,2689.18994,297.31,241.57001,111.23
2022-02-28,587.44,2701.13989,298.79001,243.85001,107.01
2022-03-01,570.12,2681.22998,294.95001,234.77,108.05
2022-03-02,585.78003,2691.42993,300.19,242.2,109.61
2022-03-03,578.59998,2677.98999,295.92001,237.14,108.79
2022-03-04,595.98999,2638.12988,289.85999,229.36,105.06
2022-03-07,570.70001,2527.57007,278.91,213.52,99.29
2022-03-08,575.95001,2542.09009,275.85001,215.14,100.0
2022-03-09,597.02002,2668.3999,288.5,230.14,104.95
2022-03-10,587.72998,2648.59009,285.59,226.58,103.96
2022-03-11,577.84998,2597.40991,280.07001,221.0,101.41
2022-03-14,567.79999,2519.02002,276.44,213.3,99.3
2022-03-15,592.76001,2583.95996,287.14999,229.73,102.09
2022-03-16,607.12,2665.61011,294.39001,244.96001,105.69
2022-03-17,602.66998,2676.78003,295.22,247.66,106.49
2022-03-18,610.40997,2722.51001,300.42999,264.53,106.72
2022-03-21,601.28998,2722.03003,299.16,267.34,106.92
2022-03-22,611.34003,2797.36011,304.06,265.23999,107.04
2022-03-23,599.38,2765.51001,299.48999,256.34,105.35
2022-03-24,626.42999,2831.43994,304.10001,281.5,107.92
2022-03-25,628.87,2833.45996,303.67999,276.92001,106.73
2022-03-28,632.88,2829.11011,310.70001,282.19,106.33
2022-03-29,641.46997,2850.11011,315.41,286.56,109.25
2022-03-30,631.09003,2838.77002,313.85999,276.89999,106.73
2022-03-31,629.67999,2781.3501,308.31,272.85999,104.26
2022-04-01,626.97998,2803.01001,309.42001,267.12,102.79
2022-04-04,634.84998,2859.42993,314.97,273.60001,104.79
2022-04-05,614.12,2811.82007,310.88,259.31,102.5
2022-04-06,602.0,2730.95996,299.5,244.07001,101.18
2022-04-07,603.04999,2717.77002,301.37,242.08,100.52
2022-04-08,587.0,2665.75,296.97,231.19,99.29
2022-04-11,580.60999,2576.46997,285.26001,219.17,97.57
2022-04-12,585.07001,2554.29004,282.06,215.03999,97.44
2022-04-13,592.53998,2597.87988,287.62,222.03,101.5
2022-04-14,573.84998,2534.6001,279.82999,212.58,98.36
2022-04-18,586.5,2553.53003,280.51999,217.83,98.77
2022-04-19,597.62,2600.17993,285.29999,221.98,99.45
2022-04-20,597.71997,2560.80005,286.35999,214.82001,99.01
2022-04-21,592.72998,2496.29004,280.81,201.83,97.66
2022-04-22,586.95001,2392.70996,274.03,195.14999,95.68
2022-04-25,587.88,2461.47998,280.72,199.02,96.24
2022-04-26,560.07001,2373.0,270.22,187.88,92.77
2022-04-27,559.53998,2285.88989,283.22,184.14999,90.26
2022-04-28,578.94,2370.44995,289.63,197.82001,95.22
2022-04-29,554.39001,2282.18994,277.51999,185.47,92.93
2022-05-02,576.34998,2331.65991,284.47,195.33,93.76
2022-05-03,581.16998,2346.67993,281.78,196.02,93.63
2022-05-04,603.65997,2445.21997,289.98001,203.34,95.99
2022-05-05,579.98999,2330.11011,277.35001,188.44,92.15
2022-05-06,580.09998,2314.92993,274.73001,186.75,91.63
2022-05-09,562.91998,2250.21997,264.57999,169.5,87.3
2022-05-10,581.39001,2287.8999,269.5,175.95,88.82
2022-05-11,567.10999,2272.05005,260.54999,166.3,87.83
2022-05-12,571.57001,2256.87988,255.35001,161.75,87.69
2022-05-13,588.23999,2321.01001,261.12,177.06,90.96
2022-05-16,582.66998,2288.8999,261.5,172.64,90.41
2022-05-17,608.15002,2329.45996,266.82001,181.77,93.32
2022-05-18,570.57001,2237.98999,254.08,169.38,90.53
2022-05-19,546.21002,2207.67993,253.14,171.24001,90.21
2022-05-20,543.19,2178.15991,252.56,166.94,90.78
2022-05-23,526.35999,2229.76001,260.64999,168.98,91.5
2022-05-24,524.20001,2119.3999,259.62,161.53999,88.72
2022-05-25,531.63,2116.1001,262.51999,169.75,90.41
2022-05-26,550.65997,2155.8501,265.89999,178.50999,91.0
2022-05-27,583.28003,2246.33008,273.23999,188.11,93.77
2022-05-31,580.13,2275.23999,271.87,186.72,95.3
2022-06-01,573.62,2277.84009,272.42001,183.2,94.75
2022-06-02,576.73999,2352.44995,274.57999,195.92,96.34
2022-06-03,563.32001,2290.82007,270.01999,187.2,93.77
2022-06-06,561.22998,2336.40991,268.75,187.86,93.11
2022-06-07,572.98999,2342.98999,272.5,189.25999,93.84
2022-06-08,565.35999,2343.87988,270.41,186.48,93.47
2022-06-09,556.21997,2296.70996,264.79001,180.48,90.85
2022-06-10,541.27002,2223.22998,252.99001,169.74001,88.68
2022-06-13,517.62,2127.8501,242.25999,156.47,85.55
2022-06-14,520.16998,2134.31006,244.49001,158.36,87.19
2022-06-15,526.71002,2195.29004,251.75999,165.27,89.13
2022-06-16,497.17999,2120.66992,244.97,156.00999,84.52
2022-06-17,498.64999,2142.87012,247.64999,158.8,85.0
2022-06-21,503.76999,2230.87988,253.74001,165.66,86.95
2022-06-22,496.10001,2229.75,253.13,163.60001,84.91
2022-06-23,496.57999,2244.84009,258.85999,162.25,84.12
2022-06-24,509.09,2359.5,267.70001,171.25999,85.92
2022-06-27,505.70999,2316.66992,264.89001,168.69,85.86
2022-06-28,498.45001,2240.1499,256.48001,159.82001,84.34
2022-06-29,490.41,2234.03003,260.26001,155.42,83.65
2022-06-30,485.81,2179.26001,256.82999,151.59,81.75
2022-07-01,477.84,2174.75,259.57999,145.23,77.0
2022-07-05,476.29999,2265.26001,262.85001,149.64,76.11
2022-07-06,482.60999,2291.43994,266.20999,151.3,75.56
2022-07-07,498.54001,2375.65991,268.39999,158.58,80.65
2022-07-08,498.69,2387.07007,267.66,158.38,81.51
2022-07-11,482.85999,2313.53003,264.51001,151.52,79.11
2022-07-12,481.37,2280.40991,253.67,150.82001,79.1
2022-07-13,481.73001,2227.07007,252.72,151.64,81.29
2022-07-14,484.64001,2207.3501,254.08,153.72,83.67
2022-07-15,494.45999,2235.55005,256.72,157.62,85.63
2022-07-18,491.06,109.03,254.25,161.00999,83.58
2022-07-19,509.0,113.81,259.53,169.92,86.15
2022-07-20,511.76999,113.9,262.26999,178.07001,86.56
2022-07-21,517.67999,114.34,264.84,180.5,87.79
2022-07-22,512.52002,107.9,260.35999,173.19,86.32
2022-07-25,513.10999,107.51,258.82999,170.24001,86.3
2022-07-26,511.09,105.02,251.89999,165.33,84.42
2022-07-27,527.78998,113.06,268.73999,177.89999,87.63
2022-07-28,533.60999,114.22,276.41,179.84,88.61
2022-07-29,535.47998,116.32,280.73999,181.63,88.48
2022-08-01,536.37,114.86,278.01001,184.41,86.31
2022-08-02,531.21002,115.13,274.82001,185.25999,86.05
2022-08-03,546.73999,118.08,282.47,188.92999,86.51
2022-08-04,552.79999,118.19,283.64999,192.14999,88.42
2022-08-05,551.44,117.47,282.91,189.89,89.77
2022-08-08,545.53003,117.3,280.32001,177.92999,87.94
2022-08-09,532.79999,116.63,282.29999,170.86,85.21
2022-08-10,550.40997,119.7,289.16,180.97,88.67
2022-08-11,545.42999,118.84,287.01999,179.42,89.52
2022-08-12,558.22998,121.68,291.91,187.09,90.86
2022-08-15,558.96002,122.08,293.47,190.32001,91.57
2022-08-16,551.65002,121.7,292.70999,188.78999,89.95
2022-08-17,538.59003,119.55,291.32001,183.35001,89.2
2022-08-18,558.45001,120.17,290.17001,187.73,89.27
2022-08-19,548.42999,117.21,286.14999,178.49001,87.2
2022-08-22,528.75,114.24,277.75,170.34,85.24
2022-08-23,529.78003,113.86,276.44,171.81,86.03
2022-08-24,530.84003,113.69,275.79001,172.22,85.56
2022-08-25,550.13,116.65,278.85001,179.13,87.57
2022-08-26,520.85999,110.34,268.09,162.60001,84.74
2022-08-29,514.17999,109.42,265.23001,158.00999,82.85
2022-08-30,506.39001,108.94,262.97,154.67999,82.79
2022-08-31,499.10999,108.22,261.47,150.94,83.35
2022-09-01,492.01001,109.74,260.39999,139.37,81.64
2022-09-02,500.22,107.85,256.06,136.47,80.9
2022-09-06,498.20001,106.81,253.25,134.64999,80.03
2022-09-07,505.13,109.45,258.09,137.14,79.95
2022-09-08,511.92999,108.38,258.51999,139.89999,80.24
2022-09-09,522.40002,110.65,264.45999,143.87,81.53
2022-09-12,529.06,110.86,266.64999,145.05,82.15
2022-09-13,503.64999,104.32,251.99001,131.31,78.81
2022-09-14,510.75,105.0,252.22,131.28,79.66
2022-09-15,500.14001,102.91,245.38,129.28999,77.98
2022-09-16,502.5,102.8,244.74001,131.98,77.89
2022-09-19,501.84,103.07,244.52,133.82001,78.23
2022-09-20,493.06,101.14,242.45,131.75999,78.15
2022-09-21,482.14001,99.28,238.95,132.61,77.14
2022-09-22,477.60999,100.14,240.98,125.61,75.63
2022-09-23,468.67999,98.74,237.92,125.16,73.87
2022-09-26,462.26001,98.17,237.45,122.28,73.01
2022-09-27,464.75,97.5,236.41,124.13,73.03
2022-09-28,465.95999,100.05,241.07001,127.36,72.13
2022-09-29,450.13,97.42,237.5,122.2,69.28
2022-09-30,444.01001,95.65,232.89999,121.39,68.56
2022-10-03,456.78,98.64,240.74001,125.12,69.25
2022-10-04,479.85999,101.64,248.88,131.67,72.81
2022-10-05,484.79999,101.43,249.2,132.09,74.48
2022-10-06,479.5,101.42,246.78999,131.3,74.35
2022-10-07,460.48001,98.68,234.24001,120.76,69.75
2022-10-10,437.70001,97.86,229.25,116.7,67.44
2022-10-11,430.76001,97.18,225.41,115.86,63.45
2022-10-12,430.57001,97.56,225.75,115.0,64.11
2022-10-13,437.97,99.06,234.24001,119.6,66.62
2022-10-14,427.10001,96.56,228.56,112.27,63.92
2022-10-17,435.37,99.97,237.53,118.88,64.89
2022-10-18,434.82999,100.77,238.5,119.67,63.71
2022-10-19,435.29999,99.63,236.48,120.51,63.66
2022-10-20,430.29999,99.97,236.14999,121.94,63.58
2022-10-21,449.73001,101.13,242.12,124.66,63.75
2022-10-24,456.51999,102.52,247.25,125.99,61.29
2022-10-25,460.07001,104.48,250.66,132.61,61.14
2022-10-26,461.17999,94.93,231.32001,128.96001,60.84
2022-10-27,455.39999,92.22,226.75,131.75999,60.95
2022-10-28,472.89999,96.29,235.87,138.34,62.01
2022-10-31,470.12,94.51,232.13,134.97,61.55
2022-11-01,467.89999,90.47,228.17,135.42999,61.58
2022-11-02,456.03,86.97,220.10001,132.19,60.52
2022-11-03,444.12,83.43,214.25,134.21001,60.28
2022-11-04,465.29999,86.58,221.39,141.56,62.48
2022-11-07,475.22,88.49,227.87,143.00999,62.76
2022-11-08,482.10999,88.9,228.87,146.02,65.02
2022-11-09,469.47,87.32,224.50999,137.75999,65.0
2022-11-10,506.57001,93.94,242.98,157.5,70.84
2022-11-11,518.09003,96.41,247.11,163.27,73.83
2022-11-14,513.21997,95.7,241.55,162.95,72.8
2022-11-15,524.41998,98.44,241.97,166.66,80.46
2022-11-16,511.73001,98.85,241.73,159.10001,79.45
2022-11-17,512.10999,98.36,241.67999,156.77,81.48
2022-11-18,515.15997,97.43,241.22,154.09,82.27
2022-11-21,517.44,95.6,242.05,153.17,79.93
2022-11-22,530.04999,97.05,245.03,160.38,82.54
2022-11-23,533.64001,98.46,247.58,165.19,81.97
2022-11-25,529.90997,97.46,247.49001,162.7,81.4
2022-11-28,522.21002,96.05,241.75999,158.27,79.22
2022-11-29,521.39001,95.19,240.33,156.39,79.33
2022-11-30,551.03003,100.99,255.14,169.23,82.98
2022-12-01,550.75,100.99,254.69,171.35001,82.68
2022-12-02,540.79999,100.44,255.02,168.75999,81.5
2022-12-05,530.64001,99.48,250.2,166.10001,81.62
2022-12-06,525.82001,96.98,245.12,159.87,79.56
2022-12-07,518.5,94.94,244.37,161.2,79.24
2022-12-08,531.08002,93.71,247.39999,171.69,80.8
2022-12-09,544.71997,92.83,245.42,170.00999,80.69
2022-12-12,556.63,93.31,252.50999,175.35001,80.43
2022-12-13,571.03998,95.63,256.92001,180.72,80.51
2022-12-14,574.44,95.07,257.22,176.74001,80.02
2022-12-15,558.0,90.86,249.00999,169.52,77.61
2022-12-16,555.90997,90.26,244.69,165.71001,76.3
2022-12-19,549.63,88.44,240.45,162.53999,76.1
2022-12-20,544.02002,89.02,241.8,160.85001,75.62
2022-12-21,561.22998,89.58,244.42999,165.00999,77.14
2022-12-22,553.09003,87.76,238.19,153.39,75.28
2022-12-23,552.42999,89.23,238.73,152.06,74.89
2022-12-27,553.53998,87.39,236.96001,141.21001,74.32
2022-12-28,544.89001,86.02,234.53,140.36,73.06
2022-12-29,557.81,88.45,241.00999,146.03,76.0
2022-12-30,559.13,88.23,239.82001,146.14,74.49
2023-01-03,553.47998,89.12,239.58,143.14999,74.03
2023-01-04,560.23999,88.08,229.10001,147.49001,76.32
2023-01-05,555.02002,86.2,222.31,142.64999,75.73
2023-01-06,588.42999,87.34,224.92999,148.59,78.07
2023-01-09,576.89001,88.02,227.12,156.28,80.31
2023-01-10,574.92999,88.42,228.85001,159.09,81.27
2023-01-11,578.14001,91.52,235.77,160.00999,81.78
2023-01-12,581.94,91.13,238.50999,165.11,87.0
2023-01-13,579.0,92.12,239.23,168.99001,86.8
2023-01-17,579.23999,91.29,240.35001,177.02,88.99
2023-01-18,574.28998,91.12,235.81,173.77,89.47
2023-01-19,563.21997,93.05,231.92999,167.64999,88.4
2023-01-20,570.78003,98.02,240.22,178.39,91.03
2023-01-23,581.63,99.79,242.58,191.92999,95.66
2023-01-24,585.03003,97.7,242.03999,192.64999,94.56
2023-01-25,585.67999,95.22,240.61,193.23,92.41
2023-01-26,598.58002,97.52,248.0,198.02,93.45
2023-01-27,590.98999,99.37,248.16,203.64999,93.3
2023-01-30,581.45001,96.94,242.71001,191.62,93.13
2023-01-31,585.01001,98.84,247.81,195.37,92.73
2023-02-01,602.75,100.43,252.75,209.42999,94.74
2023-02-02,605.77002,107.74,264.60001,217.09,96.65
2023-02-03,597.62,104.78,258.35001,211.0,94.66
2023-02-06,601.29999,102.9,256.76999,210.89,91.83
2023-02-07,614.45001,107.64,267.56,221.73,94.55
2023-02-08,601.71002,99.37,266.73001,222.05,94.28
2023-02-09,599.40997,95.01,263.62,223.37,96.69
2023-02-10,593.25,94.57,263.10001,212.64999,95.37
2023-02-13,601.12,94.61,271.32001,217.88,96.11
2023-02-14,602.31,94.68,272.17001,229.71001,97.96
2023-02-15,607.69,96.94,269.32001,227.64,92.76
2023-02-16,600.53998,95.51,262.14999,220.02,90.82
2023-02-17,595.59003,94.35,258.06,213.88,90.1
2023-02-21,581.53998,91.79,252.67,206.55,87.64
2023-02-22,576.16998,91.65,251.50999,207.53999,86.83
2023-02-23,583.79999,90.89,254.77,236.64,90.08
2023-02-24,577.75,89.13,249.22,232.86,88.11
2023-02-27,585.45001,89.87,250.16,235.00999,87.3
2023-02-28,594.28998,90.06,249.42,232.16,87.07
2023-03-01,593.57001,90.36,246.27,226.98,88.42
2023-03-02,598.65002,92.0,251.11,233.14,89.03
2023-03-03,632.76001,93.65,255.28999,238.89999,89.79
2023-03-06,632.91998,95.13,256.87,235.53999,89.58
2023-03-07,625.15002,93.86,254.14999,232.88,88.85
2023-03-08,632.26001,94.25,253.7,241.81,90.83
2023-03-09,622.52002,92.32,252.32001,234.36,88.88
2023-03-10,614.83002,90.63,248.59,229.64999,87.25
2023-03-13,616.46997,91.11,253.92,229.66,87.74
2023-03-14,632.46002,93.97,260.79001,240.63,89.29
2023-03-15,626.03998,96.11,265.44,242.28,86.7
2023-03-16,636.5,100.32,276.20001,255.41,89.3
2023-03-17,630.96997,101.62,279.42999,257.25,89.47
2023-03-20,643.71002,101.22,272.23001,259.0,90.04
2023-03-21,636.75,104.92,273.78,261.98999,92.5
2023-03-22,630.91998,103.37,272.29001,264.67999,92.62
2023-03-23,639.22998,105.6,277.66,271.91,94.59
2023-03-24,636.16998,105.44,280.57001,267.79001,92.79
2023-03-27,626.84003,102.46,276.38,265.31,90.66
2023-03-28,624.70001,101.03,275.23001,264.10001,90.81
2023-03-29,625.5,101.39,280.51001,269.84,92.76
2023-03-30,633.75,100.89,284.04999,273.82999,92.47
2023-03-31,641.53998,103.73,288.29999,277.76999,93.02
2023-04-03,642.46997,104.36,287.23001,279.64999,92.84
2023-04-04,634.40997,104.72,287.17999,274.53,92.17
2023-04-05,629.01001,104.47,284.34,268.81,90.2
2023-04-06,622.64001,108.42,291.60001,270.37,90.24
2023-04-10,627.39001,106.44,289.39001,275.79001,89.02
2023-04-11,621.57001,105.35,282.82999,271.69,89.24
2023-04-12,616.70001,104.64,283.48999,264.95001,86.87
2023-04-13,624.23999,107.43,289.84,264.63,87.05
2023-04-14,619.53998,108.87,286.14001,267.57999,87.2
2023-04-17,627.35999,105.97,288.79999,270.01999,87.99
2023-04-18,632.32001,104.5,288.37,276.67001,88.14
2023-04-19,634.5,104.18,288.45001,279.31,87.23
2023-04-20,633.02002,105.29,286.10999,271.04001,89.29
2023-04-21,632.90002,105.41,285.76001,271.19,85.37
2023-04-24,634.53998,105.97,281.76999,270.42001,84.64
2023-04-25,622.02002,103.85,275.42001,262.41,82.29
2023-04-26,616.19,103.71,295.37,269.56,82.25
2023-04-27,618.40997,107.59,304.82999,272.26001,83.67
2023-04-28,626.5,107.34,307.26001,277.48999,84.3
2023-05-01,637.95001,107.2,305.56,289.10001,83.98
2023-05-02,612.34003,105.32,305.41,282.10001,82.96
2023-05-03,613.20001,105.41,304.39999,278.01999,82.7
2023-05-04,610.15997,104.69,305.41,275.62,83.49
2023-05-05,630.12,105.57,310.64999,286.79999,84.97
2023-05-08,629.06,107.77,308.64999,291.51001,85.54
2023-05-09,618.51001,107.35,307.0,285.70999,85.06
2023-05-10,626.27002,111.75,312.31,288.85001,84.9
2023-05-11,627.66998,116.57,310.10999,285.78,83.43
2023-05-12,631.15002,117.51,308.97,283.39999,83.43
2023-05-15,639.79999,116.51,309.45999,289.53,85.66
2023-05-16,641.44,119.51,311.73999,292.13,85.88
2023-05-17,657.46997,120.84,314.0,301.78,90.88
2023-05-18,677.90002,122.83,318.51999,316.78,92.65
2023-05-19,682.25,122.76,318.34,312.64001,92.58
2023-05-22,678.37,125.05,321.17999,311.76001,91.72
2023-05-23,686.5,122.56,315.26001,306.88,90.44
2023-05-24,679.53003,120.9,313.85001,305.38,90.13
2023-05-25,728.79999,123.48,325.92001,379.79999,100.95
2023-05-26,812.72998,124.61,332.89001,389.45999,103.21
2023-05-30,803.34003,123.67,331.20999,401.10999,101.98
2023-05-31,807.96002,122.87,328.39001,378.34,98.59
2023-06-01,789.95001,123.72,332.57999,397.70001,98.84
2023-06-02,812.0,124.67,335.39999,393.26999,98.94
2023-06-05,802.29999,126.01,335.94,391.70999,98.05
2023-06-06,790.0,127.31,333.67999,386.54001,99.82
2023-06-07,792.63,122.5,323.38,374.75,100.29
2023-06-08,804.20001,122.14,325.26001,385.10001,99.94
2023-06-09,804.62,122.23,326.79001,387.70001,102.8
2023-06-12,855.35999,123.64,331.85001,394.82001,107.06
2023-06-13,851.12,123.83,334.29001,410.22,106.8
2023-06-14,886.17999,123.67,337.34,429.97,107.41
2023-06-15,883.42999,125.09,348.10001,426.53,105.18
2023-06-16,868.10999,123.53,342.32999,426.92001,104.57
2023-06-20,868.03003,123.1,338.04999,438.07999,103.98
2023-06-21,847.65997,120.55,333.56,430.45001,101.64
2023-06-22,842.42999,123.15,339.70999,430.25,103.13
2023-06-23,822.15002,122.34,335.01999,422.09,101.91
2023-06-26,821.63,118.34,328.60001,406.32001,100.11
2023-06-27,848.40002,118.33,334.57001,418.76001,102.08
2023-06-28,847.94,120.18,335.85001,411.17001,100.92
2023-06-29,862.57001,119.1,335.04999,408.22,100.64
2023-06-30,867.42999,119.7,340.54001,423.01999,100.92
2023-07-03,876.44,119.9,337.98999,424.13,103.15
2023-07-05,861.85999,121.75,338.14999,423.17001,100.99
2023-07-06,848.0,120.11,341.26999,421.03,99.41
2023-07-07,846.75,119.48,337.22,425.03,100.23
2023-07-10,877.72998,116.45,331.82999,421.79999,99.77
2023-07-11,882.04999,117.14,332.47,424.04999,101.26
2023-07-12,889.95001,118.93,337.20001,439.01999,103.9
2023-07-13,890.35999,124.54,342.66,459.76999,105.57
2023-07-14,888.58002,125.42,345.23999,454.69,105.14
2023-07-17,910.34998,124.65,345.73001,464.60999,104.79
2023-07-18,903.42999,123.76,359.48999,474.94,103.15
2023-07-19,901.37,122.03,355.07999,470.76999,103.06
2023-07-20,888.34003,119.2,346.87,455.20001,97.86
2023-07-21,896.75,120.02,343.76999,443.09,97.25
2023-07-24,901.59003,121.53,345.10999,446.12,98.25
2023-07-25,917.98999,122.21,350.98001,456.79001,100.32
2023-07-26,893.09003,129.27,337.76999,454.51999,99.41
2023-07-27,893.53003,129.39999,330.72,459.0,99.35
2023-07-28,899.78998,132.58,338.37,467.5,100.86
2023-07-31,898.65002,132.72,335.92001,467.29001,99.15
2023-08-01,920.0,131.55,336.34,465.07001,98.4
2023-08-02,892.29999,128.38,327.5,442.69,95.7
2023-08-03,884.97998,128.45,326.66,445.14999,94.98
2023-08-04,881.65002,128.11,327.78,446.79999,96.16
2023-08-07,897.06,131.53,330.10999,454.16501,96.35
2023-08-08,883.15997,131.39999,326.04999,446.64001,94.49
2023-08-09,850.72998,129.66,322.23001,425.54001,93.98
2023-08-10,842.90002,129.69,322.92999,423.88,94.8
2023-08-11,829.76001,129.56,321.01001,408.54999,91.99
2023-08-14,854.09998,131.33,324.04001,437.53,93.07
2023-08-15,842.52002,129.78,321.85999,439.39999,91.68
2023-08-16,832.98999,128.7,320.39999,434.85999,91.78
2023-08-17,827.09998,129.92,316.88,433.435,91.64
2023-08-18,825.84003,127.46,316.48001,432.98999,91.1
2023-08-21,865.14001,128.37,321.88,469.67001,92.56
2023-08-22,855.78998,129.08,322.45999,456.67999,92.24
2023-08-23,876.58002,132.37,327.0,471.16,94.22
2023-08-24,854.46002,129.78,319.97,471.63,92.53
2023-08-25,851.82001,129.88,322.98001,460.17999,93.1
2023-08-28,861.08002,131.00999,323.70001,468.35001,94.0
2023-08-29,889.92999,134.57001,328.41,487.84,95.08
2023-08-30,892.28003,135.88,328.79001,492.64001,94.78
2023-08-31,922.89001,136.17,327.76001,493.54999,93.57
2023-09-01,872.52002,135.66,328.66,485.09,93.19
2023-09-05,872.16998,135.77,333.54999,485.48001,94.6
2023-09-06,872.27002,134.46001,332.88,470.60999,92.26
2023-09-07,857.03003,135.25999,329.91,462.41,90.05
2023-09-08,857.54999,136.38,334.26999,455.72,89.64
2023-09-11,859.14001,136.92,337.94,451.78,89.6
2023-09-12,844.52002,135.34,331.76999,448.70001,90.48
2023-09-13,852.92999,136.71001,336.06,454.85001,91.22
2023-09-14,871.64001,138.10001,338.70001,455.81,91.47
2023-09-15,851.67999,137.39999,330.22,439.0,89.25
2023-09-18,850.0,138.21001,329.06,439.66,88.83
2023-09-19,849.20001,138.03999,328.64999,435.20001,88.17
2023-09-20,830.57001,133.74001,320.76999,422.39001,87.29
2023-09-21,808.35999,130.44,319.53,410.17001,85.36
2023-09-22,829.08002,130.25,317.01001,416.10001,85.64
2023-09-25,833.89001,131.11,317.54001,422.22,86.24
2023-09-26,816.19,128.565,312.14001,419.10999,84.29
2023-09-27,816.81,130.53999,312.79001,424.67999,85.44
2023-09-28,832.0,132.31,313.64001,430.89001,86.41
2023-09-29,830.58002,130.86,315.75,434.98999,86.9
2023-10-02,834.95001,134.17,321.79999,447.82001,87.65
2023-10-03,814.83002,132.42999,313.39001,435.17001,85.41
2023-10-04,823.81,135.24001,318.95499,440.41,86.67
2023-10-05,823.85999,135.07001,319.35999,446.88,87.03
2023-10-06,845.26001,137.58,327.26001,457.62,89.29
2023-10-09,855.88,138.42,329.82001,452.73001,88.99
2023-10-10,858.40997,138.06,328.39001,457.98001,90.61
2023-10-11,874.56,140.55,332.42001,468.06,92.0
2023-10-12,905.59998,138.97,331.16,469.45001,92.42
2023-10-13,883.17999,137.36,327.73001,454.60999,90.46
2023-10-16,902.57001,139.095,332.64001,460.95001,91.22
2023-10-17,884.40002,139.72,332.06,439.38,91.0
2023-10-18,887.03003,137.96001,330.10999,421.95999,89.6
2023-10-19,867.83002,137.75,331.32001,421.01001,92.91
2023-10-20,853.63,135.60001,326.67001,413.87,91.31
2023-10-23,862.21997,136.5,329.32001,429.75,91.11
2023-10-24,881.10999,138.81,330.53,436.63,91.64
2023-10-25,849.63,125.61,340.67001,417.79001,87.64
2023-10-26,826.75,122.28,327.89001,403.26001,87.45
2023-10-27,838.35999,122.17,329.81,405.0,85.99
2023-10-30,841.25,124.46,337.31,411.60999,86.06
2023-10-31,841.37,124.08,338.10999,407.79999,86.31
2023-11-01,852.94,126.45,346.07001,423.25,87.8
2023-11-02,871.29999,127.49,348.32001,435.06,90.48
2023-11-03,882.67999,129.10001,352.79999,450.04999,91.79
2023-11-06,880.83002,130.25,356.53,457.51001,92.6
2023-11-07,897.82001,130.97,360.53,459.54999,92.41
2023-11-08,911.13,131.84,363.20001,465.73999,92.0
2023-11-09,911.38,130.24001,360.69,469.5,91.62
2023-11-10,957.52002,132.59,369.67001,483.35001,97.44
2023-11-13,946.92999,132.09,366.67999,486.20001,96.42
2023-11-14,972.96002,133.62,370.26999,496.56,98.91
2023-11-15,975.40002,134.62,369.67001,488.88,98.8
2023-11-16,959.54999,136.92999,376.17001,494.79999,98.54
2023-11-17,977.72998,135.31,369.85001,492.98001,99.58
2023-11-20,995.71002,136.25,377.44,504.09,99.96
2023-11-21,981.20001,136.97,373.07001,499.44,98.41
2023-11-22,972.0,138.49001,377.85001,487.16,98.65
2023-11-24,978.87,136.69,377.42999,477.76001,97.83
2023-11-27,950.23999,136.41,378.60999,482.42001,97.21
2023-11-28,946.34998,137.2,382.70001,478.20999,97.98
2023-11-29,940.83002,134.99001,378.85001,481.39999,98.88
2023-11-30,925.72998,132.53,378.91,467.70001,97.31
2023-12-01,930.0,131.86,374.51001,467.64999,98.55
2023-12-04,923.96997,129.27,369.14001,455.10001,97.01
2023-12-05,913.12,130.99001,372.51999,465.66,96.69
2023-12-06,903.64001,130.02,368.79999,455.03,97.85
2023-12-07,922.26001,136.92999,370.95001,465.95999,99.29
2023-12-08,944.29999,134.99001,374.23001,475.06,100.35
2023-12-11,1029.23999,133.28999,371.29999,466.26999,100.95
2023-12-12,1072.28003,132.52,374.38,476.57001,101.6
2023-12-13,1089.68994,132.57001,374.37,480.88,102.12
2023-12-14,1106.48999,131.94,365.92999,483.5,103.45
2023-12-15,1129.73999,132.60001,370.73001,488.89999,102.54
2023-12-18,1147.0,135.8,372.64999,500.76999,102.93
2023-12-19,1139.57996,136.64999,373.26001,496.04001,103.87
2023-12-20,1110.38,138.34,370.62,481.10999,100.04
2023-12-21,1127.29004,140.42,373.54001,489.89999,102.55
2023-12-22,1121.97998,141.49001,374.57999,488.29999,103.15
2023-12-26,1131.89001,141.52,374.66,492.79001,104.45
2023-12-27,1126.17004,140.37,374.07001,494.17001,104.65
2023-12-28,1122.41003,140.23,375.28,495.22,104.7
2023-12-29,1116.25,139.69,376.04001,495.22,104.0
2024-01-02,1085.38,138.17,370.87,481.67999,101.53
2024-01-03,1058.57996,138.92,370.60001,475.69,100.17
2024-01-04,1049.01001,136.39,367.94,479.98001,99.13
2024-01-05,1049.28003,135.73,367.75,490.97,99.61
2024-01-08,1074.84998,138.84,374.69,522.53003,102.24
2024-01-09,1082.48999,140.95,375.79001,531.40002,101.89
2024-01-10,1080.56995,142.28,382.76999,543.5,100.8
2024-01-11,1099.97998,142.08,384.63,548.21997,101.22
2024-01-12,1107.68005,142.64999,388.47,547.09998,101.24
2024-01-16,1114.95996,142.49001,390.26999,563.82001,101.67
2024-01-17,1103.67004,141.47,389.47,560.53003,102.95
2024-01-18,1143.91003,143.48,393.87,571.07001,113.03
2024-01-19,1211.19995,146.38,398.67001,594.90997,114.2
